A00,Холера
B35.8,Други дерматофитии
B35.9,"Дерматофития, неуточнена"
B36,Други повърхностни микози
B36.0,Разноцветен лишей
B36.1,Черна микоза
B36.2,Бяла пиедра
B36.3,Черна пиедра
B36.8,Други уточнени повърхностни микози
B36.9,"Повърхностна микоза, неуточнена"
B37,Кандидоза
B37.0,Кандидозен стоматит
B37.1,Белодробна кандидоза
