A08.1, гастроентеропатия 
E21.4, други уточнени разстройства на паращитовидните жлези 
E22.0, акромегалия 
E22.0, акромегалия актива състояние след трансфеноидална реаденомектомия и лъчетерапия 
E22.0, акромегалия актива 
E22.0, акромегалия- ремисия 
E22.0, акромегалия /новооткрита/ 
E22.0, акромегалия - активна 
E22.0, акромегалия - ремисия 
E22.0, акромегалия-активна 
E22.0, акромегалия-в ремисия 
E22.0, акромегалия (активна) 
E22.0, гигантоакромегалия актива
E22.0, акромегалия- активна 
E22.0, акромегалия -акивна 
E22.0, акромегаия - ремисия
E22.0, акромегалия-ремисия 
E22.0, акромегалия-актива 
E22.0, акромегалия-непълна ремисия 
E22.0, акромагелия
E22.0, акромегална кардиомиопатия 
E22.0, акромегалия- в ремисия 
E22.0," акромегалия-актива, състояние след транссфеноидална аденомектомия "
E22.0, акромегалия-неактивна 
E22.0, акромегалия- актива 
E22.0, активна акромегалия 
E22.0, гигантоакромегалия актива /фамилна форма
E22.0, акромегалия актива /макроаденом на хипофизата/ 
E22.0, акромегалия - ремисия
E22.0, акромегалия - активна фаза състояние след трансфеноидална аденомектомия рецидивна туморна формация 
E22.0, акромегалия състояние след трансфеноидална аденомектомия тиреоидит на хашимото - нодозен вариант 
E22.0, акромегалия хипопитуитаризъм / вторичен хипотиреоидизъм/ дифузна струма i б степен 
E22.0, акромегалия състояние след трансфеноидална акромегалия захарен диабет тип 2 хиперпаратиреоидизъм 
E22.0, акромегалия-медикаментозна ремисия 
E22.0, акромегалия-състояние след транссфеноидална аденомектомия 
E22.0," акромегалия - активна, хипофизен макроаденом състояние след две транссфеноидални аденомектомии и телегаматерапия "
E22.0, акромегалия - активна форма
E22.0, акромегалия - неактивна форма струма нодоза i б 
E22.0, акромегалия - активна форма състояние след трансфеноидална аденомектомия състояние след краниотомия по повод астроцитом на малкия мозък 
